epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,6937.35,1.01805,0.82959,1.02445,0.53721,0.43932,0.43825,0.29877,1.14305,0.98231,1.08533,0.0063766,0.0063766,0.0063766
185,6974.41,1.00996,0.81732,1.02107,0.64098,0.42331,0.44475,0.30642,1.13919,0.98883,1.08289,0.0063568,0.0063568,0.0063568
186,7011.44,1.01211,0.81898,1.01996,0.62451,0.42436,0.44206,0.30528,1.14226,0.98077,1.0869,0.006337,0.006337,0.006337
187,7048.79,1.01102,0.81105,1.02025,0.64111,0.41326,0.43982,0.30457,1.14283,0.98457,1.08587,0.0063172,0.0063172,0.0063172
188,7085.88,1.01732,0.81708,1.02669,0.61704,0.42275,0.44197,0.30281,1.14169,0.98261,1.08861,0.0062974,0.0062974,0.0062974
189,7123.24,0.98405,0.79244,1.01128,0.67829,0.39714,0.44831,0.30587,1.14549,0.97796,1.09047,0.0062776,0.0062776,0.0062776
190,7160.8,1.01703,0.81998,1.02103,0.64509,0.414,0.45379,0.31234,1.13911,0.98352,1.08515,0.0062578,0.0062578,0.0062578
191,7197.94,1.01057,0.8081,1.02061,0.64826,0.43077,0.46261,0.31773,1.13995,0.98089,1.08613,0.006238,0.006238,0.006238
192,7235.12,0.99971,0.80763,1.01856,0.63494,0.42283,0.457,0.31143,1.14418,0.98174,1.08927,0.0062182,0.0062182,0.0062182
193,7272.35,1.0098,0.80708,1.02359,0.64859,0.40812,0.4485,0.31003,1.14023,0.97871,1.08505,0.0061984,0.0061984,0.0061984
194,7309.34,1.02388,0.82539,1.02353,0.60573,0.42276,0.45077,0.30916,1.13475,0.97016,1.08448,0.0061786,0.0061786,0.0061786
195,7346.28,1,0.80113,1.02045,0.6824,0.39939,0.45415,0.31238,1.13392,0.96677,1.0834,0.0061588,0.0061588,0.0061588
196,7383.3,1.01211,0.80707,1.0197,0.62181,0.40761,0.44639,0.30527,1.13318,0.97642,1.08246,0.006139,0.006139,0.006139
197,7420.38,1.00013,0.80334,1.01439,0.59165,0.44095,0.45199,0.3093,1.13259,0.97896,1.08258,0.0061192,0.0061192,0.0061192
198,7457.58,1.00565,0.80428,1.02198,0.64517,0.39437,0.443,0.30388,1.134,0.98061,1.08419,0.0060994,0.0060994,0.0060994
199,7495.1,0.99603,0.79666,1.01146,0.60732,0.42565,0.45121,0.30935,1.13382,0.97569,1.08481,0.0060796,0.0060796,0.0060796
200,7532.47,1.00164,0.79958,1.01631,0.61288,0.42493,0.44841,0.30762,1.13632,0.97515,1.08568,0.0060598,0.0060598,0.0060598
201,7569.85,0.99373,0.79427,1.01498,0.65003,0.41281,0.44957,0.3077,1.13851,0.97902,1.08646,0.00604,0.00604,0.00604
202,7607.14,0.99772,0.80108,1.019,0.64895,0.41475,0.45112,0.30896,1.13848,0.98281,1.08615,0.0060202,0.0060202,0.0060202
203,7644.32,0.98627,0.78723,1.00984,0.62009,0.42001,0.44986,0.31259,1.13818,0.97568,1.08545,0.0060004,0.0060004,0.0060004
204,7681.49,1.0071,0.80654,1.01207,0.62039,0.41997,0.44781,0.3085,1.14132,0.97338,1.0873,0.0059806,0.0059806,0.0059806
205,7718.64,0.9957,0.79457,1.01561,0.6389,0.42068,0.45044,0.30664,1.13971,0.97497,1.08937,0.0059608,0.0059608,0.0059608
206,7756.07,0.99859,0.79486,1.01361,0.60776,0.41759,0.45167,0.31058,1.13549,0.97566,1.08547,0.005941,0.005941,0.005941
207,7793.13,0.99028,0.78072,1.00906,0.66072,0.42065,0.45229,0.30893,1.13925,0.97688,1.08845,0.0059212,0.0059212,0.0059212
208,7830.3,0.98469,0.78354,1.00923,0.62826,0.42335,0.45947,0.31664,1.13615,0.97483,1.08576,0.0059014,0.0059014,0.0059014
209,7867.56,0.99295,0.79353,1.00913,0.63108,0.43153,0.45548,0.31393,1.13348,0.96945,1.08282,0.0058816,0.0058816,0.0058816
210,7904.88,0.98542,0.77533,1.00872,0.62652,0.43219,0.45563,0.31256,1.13564,0.97241,1.08664,0.0058618,0.0058618,0.0058618
211,7942.37,0.99027,0.77871,1.00816,0.63959,0.43314,0.45804,0.31419,1.14131,0.96767,1.08814,0.005842,0.005842,0.005842
212,7979.62,0.9834,0.77607,1.00764,0.62394,0.42366,0.47041,0.31774,1.13885,0.97211,1.08658,0.0058222,0.0058222,0.0058222
213,8017.26,0.98039,0.77419,1.00267,0.59116,0.43209,0.46341,0.31865,1.13533,0.97639,1.08494,0.0058024,0.0058024,0.0058024
214,8054.77,0.98635,0.77566,1.01059,0.61678,0.42189,0.46784,0.32076,1.13748,0.97225,1.0881,0.0057826,0.0057826,0.0057826
215,8091.93,0.99033,0.77939,1.00968,0.59208,0.43696,0.46322,0.32142,1.13758,0.96594,1.08642,0.0057628,0.0057628,0.0057628
216,8129.26,0.99239,0.78507,1.01053,0.63107,0.43428,0.46321,0.32101,1.14338,0.96736,1.08967,0.005743,0.005743,0.005743
217,8166.42,0.97757,0.77324,1.00917,0.66895,0.42656,0.46579,0.32192,1.138,0.96618,1.08682,0.0057232,0.0057232,0.0057232
218,8203.64,0.98388,0.77213,1.00803,0.69351,0.43576,0.46977,0.31928,1.14222,0.97141,1.08985,0.0057034,0.0057034,0.0057034
219,8241.21,0.97669,0.767,1.00942,0.70029,0.42712,0.46621,0.31735,1.14356,0.97158,1.09275,0.0056836,0.0056836,0.0056836
220,8278.3,0.97817,0.7779,1.00583,0.68299,0.41244,0.4595,0.31748,1.14543,0.97205,1.09277,0.0056638,0.0056638,0.0056638
221,8315.76,0.98827,0.7805,1.01008,0.68722,0.41738,0.46568,0.31625,1.14198,0.97028,1.09008,0.005644,0.005644,0.005644
222,8353.04,0.98175,0.76746,1.00699,0.66744,0.41652,0.46455,0.31656,1.13701,0.96629,1.08728,0.0056242,0.0056242,0.0056242
223,8390.3,0.97996,0.75998,1.0087,0.6689,0.42245,0.46257,0.31614,1.14002,0.96936,1.08704,0.0056044,0.0056044,0.0056044
224,8427.59,0.96969,0.76633,1.00284,0.61482,0.42857,0.46792,0.32136,1.13902,0.96644,1.08552,0.0055846,0.0055846,0.0055846
225,8465.11,0.96944,0.7538,1.00307,0.59189,0.43223,0.46446,0.31921,1.13873,0.96573,1.08759,0.0055648,0.0055648,0.0055648
226,8502.54,0.97399,0.75196,1.00436,0.60615,0.4405,0.47386,0.32088,1.13985,0.97347,1.08828,0.005545,0.005545,0.005545
227,8539.8,0.96924,0.75813,1.0047,0.68344,0.42143,0.47009,0.32064,1.1371,0.96888,1.08608,0.0055252,0.0055252,0.0055252
228,8576.92,0.97329,0.76195,1.0027,0.58643,0.44306,0.4699,0.31856,1.13769,0.96484,1.08662,0.0055054,0.0055054,0.0055054
229,8614.19,0.98139,0.76515,1.00732,0.61046,0.43531,0.47087,0.3189,1.13731,0.96385,1.08606,0.0054856,0.0054856,0.0054856
230,8651.51,0.9826,0.76236,1.00149,0.62033,0.43412,0.46741,0.31706,1.13649,0.9666,1.08702,0.0054658,0.0054658,0.0054658
231,8688.52,0.9696,0.75915,1.00344,0.6176,0.44039,0.46957,0.31751,1.13144,0.96935,1.0842,0.005446,0.005446,0.005446
232,8725.92,0.96936,0.75901,1.00632,0.64314,0.41831,0.47095,0.31912,1.12893,0.96918,1.08316,0.0054262,0.0054262,0.0054262
233,8762.94,0.96916,0.74823,1.00092,0.60347,0.44518,0.46711,0.31625,1.13258,0.96865,1.08415,0.0054064,0.0054064,0.0054064
234,8800.07,0.96419,0.75078,0.999,0.68214,0.41805,0.46492,0.32004,1.13459,0.96977,1.08311,0.0053866,0.0053866,0.0053866
235,8837.15,0.96255,0.75028,1.00059,0.69084,0.41757,0.46468,0.32024,1.13438,0.96681,1.0841,0.0053668,0.0053668,0.0053668
236,8874.79,0.96927,0.75958,0.99702,0.68832,0.42384,0.46475,0.31862,1.13679,0.96792,1.08502,0.005347,0.005347,0.005347
237,8911.98,0.97509,0.75653,1.00206,0.6665,0.43236,0.46952,0.32276,1.13788,0.96262,1.0859,0.0053272,0.0053272,0.0053272
238,8949.33,0.97278,0.76026,1.00204,0.66953,0.43348,0.46686,0.32118,1.13993,0.96518,1.08727,0.0053074,0.0053074,0.0053074
239,8986.52,0.96772,0.7412,0.995,0.65279,0.43929,0.46582,0.32397,1.14111,0.96932,1.08765,0.0052876,0.0052876,0.0052876
240,9023.75,0.95928,0.74251,0.99397,0.66975,0.43158,0.46744,0.32485,1.13951,0.9661,1.08769,0.0052678,0.0052678,0.0052678
241,9060.76,0.97116,0.74816,1.00275,0.66735,0.42735,0.46899,0.32442,1.1382,0.96058,1.08808,0.005248,0.005248,0.005248
242,9097.8,0.96089,0.74795,0.99834,0.66401,0.42839,0.46745,0.32224,1.13917,0.96383,1.08778,0.0052282,0.0052282,0.0052282
243,9134.88,0.96994,0.74694,1.00392,0.66796,0.42696,0.46762,0.32121,1.13639,0.96812,1.08527,0.0052084,0.0052084,0.0052084
244,9171.99,0.98075,0.75249,1.00352,0.62208,0.43592,0.47442,0.3214,1.13772,0.96707,1.0855,0.0051886,0.0051886,0.0051886
245,9209.23,0.96254,0.74335,0.99968,0.58773,0.44182,0.4749,0.32455,1.13541,0.96553,1.08566,0.0051688,0.0051688,0.0051688
246,9246.38,0.95369,0.73428,0.9985,0.64698,0.42992,0.47557,0.32325,1.13462,0.96604,1.08573,0.005149,0.005149,0.005149
247,9283.31,0.95869,0.73908,0.99378,0.69727,0.41699,0.47225,0.32221,1.1356,0.97425,1.08788,0.0051292,0.0051292,0.0051292
248,9320.38,0.95731,0.74171,0.99561,0.65427,0.42155,0.46275,0.31868,1.13949,0.97857,1.08876,0.0051094,0.0051094,0.0051094
249,9357.49,0.96273,0.74171,0.99309,0.66135,0.42357,0.46462,0.32442,1.1396,0.97584,1.09049,0.0050896,0.0050896,0.0050896
250,9394.63,0.95276,0.73409,0.99485,0.64587,0.4278,0.46496,0.32299,1.13791,0.97442,1.0892,0.0050698,0.0050698,0.0050698
251,9431.79,0.95743,0.74231,0.9978,0.65834,0.42087,0.46616,0.32339,1.13826,0.97217,1.08877,0.00505,0.00505,0.00505
252,9468.86,0.94854,0.73149,0.99502,0.64905,0.42853,0.46552,0.32387,1.13606,0.97158,1.08731,0.0050302,0.0050302,0.0050302
253,9506.06,0.96348,0.74117,1.00139,0.66375,0.41078,0.46604,0.32462,1.13609,0.97072,1.08875,0.0050104,0.0050104,0.0050104
254,9543.24,0.95557,0.73374,0.993,0.63778,0.44233,0.47435,0.32372,1.13279,0.96795,1.08871,0.0049906,0.0049906,0.0049906
255,9580.38,0.94897,0.73138,0.99373,0.67736,0.43106,0.47434,0.32556,1.13319,0.96589,1.08857,0.0049708,0.0049708,0.0049708
256,9617.47,0.94475,0.738,0.98916,0.65519,0.43934,0.47298,0.32529,1.13402,0.9617,1.08852,0.004951,0.004951,0.004951
257,9654.6,0.95483,0.72738,0.99245,0.5738,0.45506,0.4747,0.32667,1.13476,0.96268,1.08967,0.0049312,0.0049312,0.0049312
258,9691.97,0.95047,0.73371,0.99602,0.67218,0.41494,0.46522,0.32521,1.13603,0.96398,1.09181,0.0049114,0.0049114,0.0049114
259,9728.88,0.95012,0.72493,0.98923,0.66218,0.41666,0.46454,0.32566,1.13364,0.96233,1.08944,0.0048916,0.0048916,0.0048916
260,9765.99,0.95448,0.7303,0.99524,0.65929,0.42295,0.46386,0.32511,1.13248,0.95996,1.0885,0.0048718,0.0048718,0.0048718
261,9803.1,0.94295,0.72384,0.98772,0.65518,0.44044,0.46872,0.32321,1.13105,0.96207,1.08811,0.004852,0.004852,0.004852
262,9840.23,0.95152,0.7314,0.99194,0.65088,0.44935,0.46888,0.32125,1.13584,0.96417,1.09051,0.0048322,0.0048322,0.0048322
263,9877.29,0.95202,0.72264,0.98888,0.60158,0.45285,0.47195,0.3241,1.13549,0.96207,1.08872,0.0048124,0.0048124,0.0048124
264,9914.44,0.94295,0.721,0.98811,0.65747,0.44656,0.47125,0.32402,1.13239,0.95958,1.08739,0.0047926,0.0047926,0.0047926
265,9951.69,0.94389,0.71342,0.9932,0.61148,0.44715,0.47444,0.32373,1.13333,0.96088,1.08774,0.0047728,0.0047728,0.0047728
266,9988.96,0.931,0.70918,0.98901,0.58454,0.45163,0.47418,0.322,1.13121,0.96283,1.0848,0.004753,0.004753,0.004753
267,10026.1,0.94792,0.7296,0.99239,0.61707,0.43476,0.47421,0.3242,1.1317,0.96229,1.08566,0.0047332,0.0047332,0.0047332
268,10063.2,0.94758,0.72507,0.99222,0.69437,0.42727,0.4745,0.32212,1.13253,0.96347,1.08539,0.0047134,0.0047134,0.0047134
269,10100.4,0.94779,0.72586,0.98767,0.64704,0.43059,0.47339,0.32393,1.1321,0.96624,1.08564,0.0046936,0.0046936,0.0046936
270,10137.6,0.94334,0.72055,0.98737,0.6225,0.4402,0.47432,0.32287,1.13382,0.9663,1.08734,0.0046738,0.0046738,0.0046738
271,10175,0.92765,0.70609,0.98235,0.60227,0.45102,0.47576,0.32402,1.13194,0.96523,1.08687,0.004654,0.004654,0.004654
272,10212.2,0.93944,0.7176,0.98162,0.60963,0.44505,0.47427,0.32255,1.1324,0.96713,1.08715,0.0046342,0.0046342,0.0046342
273,10249.2,0.93428,0.70771,0.98529,0.62951,0.43315,0.47443,0.3236,1.13168,0.96798,1.08671,0.0046144,0.0046144,0.0046144
274,10286.5,0.93682,0.71448,0.98747,0.63819,0.42495,0.47455,0.32425,1.13171,0.97029,1.08664,0.0045946,0.0045946,0.0045946
275,10323.5,0.94413,0.72697,0.99049,0.63006,0.43238,0.4733,0.32389,1.13193,0.97201,1.08633,0.0045748,0.0045748,0.0045748
276,10360.8,0.93669,0.71347,0.98686,0.6287,0.43147,0.47522,0.32468,1.13122,0.97161,1.08638,0.004555,0.004555,0.004555
277,10397.8,0.93255,0.70561,0.98391,0.62422,0.43327,0.47569,0.3241,1.1331,0.97279,1.0879,0.0045352,0.0045352,0.0045352
278,10435.1,0.94767,0.71067,0.98632,0.63349,0.4224,0.47523,0.32528,1.13279,0.97313,1.08797,0.0045154,0.0045154,0.0045154
279,10472.4,0.92582,0.7032,0.98258,0.58801,0.44888,0.47577,0.32401,1.13101,0.97268,1.08624,0.0044956,0.0044956,0.0044956
280,10509.7,0.93397,0.70613,0.98318,0.60315,0.43117,0.47413,0.32425,1.13106,0.97251,1.08607,0.0044758,0.0044758,0.0044758
281,10547,0.92946,0.70107,0.98164,0.62078,0.42682,0.47525,0.32514,1.13284,0.97176,1.08766,0.004456,0.004456,0.004456
282,10584.3,0.9382,0.70924,0.98875,0.612,0.42804,0.47253,0.32131,1.1323,0.97124,1.08779,0.0044362,0.0044362,0.0044362
283,10621.6,0.93551,0.70672,0.98833,0.64345,0.41922,0.47263,0.32204,1.13314,0.96975,1.08855,0.0044164,0.0044164,0.0044164
284,10659.1,0.93317,0.70711,0.98601,0.62756,0.41595,0.47383,0.32391,1.13231,0.96978,1.08864,0.0043966,0.0043966,0.0043966
285,10696.2,0.93163,0.70751,0.9842,0.67135,0.40887,0.47318,0.32305,1.13243,0.96953,1.08789,0.0043768,0.0043768,0.0043768
286,10733.7,0.93407,0.71093,0.9864,0.65752,0.41333,0.47338,0.32243,1.13201,0.96809,1.08736,0.004357,0.004357,0.004357
287,10770.7,0.92252,0.69762,0.9786,0.6489,0.42468,0.47418,0.32359,1.1308,0.96886,1.08645,0.0043372,0.0043372,0.0043372
288,10808,0.92805,0.70061,0.98399,0.65795,0.41974,0.47489,0.32339,1.12942,0.96827,1.08565,0.0043174,0.0043174,0.0043174
289,10845.2,0.93135,0.70069,0.98453,0.67175,0.41571,0.47596,0.32467,1.13043,0.96936,1.08705,0.0042976,0.0042976,0.0042976
290,10882.5,0.93066,0.69566,0.97935,0.67134,0.41378,0.47694,0.32493,1.13001,0.96821,1.08681,0.0042778,0.0042778,0.0042778
291,10919.6,0.91756,0.69694,0.98122,0.65549,0.41944,0.47581,0.32552,1.13057,0.96801,1.08672,0.004258,0.004258,0.004258
292,10956.5,0.9236,0.69917,0.98149,0.67155,0.4177,0.47755,0.32638,1.13008,0.96891,1.08658,0.0042382,0.0042382,0.0042382
293,10993.5,0.92352,0.69311,0.97812,0.65709,0.42519,0.47807,0.32704,1.13137,0.96953,1.08651,0.0042184,0.0042184,0.0042184
294,11030.6,0.92516,0.69445,0.98174,0.61233,0.44481,0.48062,0.32917,1.13342,0.97007,1.08835,0.0041986,0.0041986,0.0041986
295,11067.6,0.92898,0.70375,0.99,0.63709,0.43526,0.48035,0.32869,1.13183,0.96916,1.08773,0.0041788,0.0041788,0.0041788
296,11104.7,0.92368,0.69127,0.97714,0.63857,0.4349,0.48042,0.32946,1.13217,0.96775,1.08754,0.004159,0.004159,0.004159
297,11141.8,0.90881,0.68403,0.97698,0.63556,0.43572,0.48001,0.32901,1.13098,0.96645,1.08628,0.0041392,0.0041392,0.0041392
298,11178.8,0.91858,0.68724,0.9765,0.63986,0.43073,0.48078,0.32654,1.13056,0.96381,1.08569,0.0041194,0.0041194,0.0041194
299,11216,0.92346,0.69589,0.98137,0.63548,0.43378,0.48038,0.32734,1.13032,0.96277,1.08555,0.0040996,0.0040996,0.0040996
300,11253.1,0.91605,0.69473,0.98318,0.63021,0.43741,0.47991,0.32675,1.13001,0.9636,1.0854,0.0040798,0.0040798,0.0040798
301,11290.2,0.90932,0.68222,0.97463,0.64779,0.42914,0.47961,0.32793,1.13093,0.96489,1.08629,0.00406,0.00406,0.00406
302,11327.3,0.91512,0.69128,0.98023,0.6485,0.43249,0.4794,0.32696,1.13228,0.9663,1.08735,0.0040402,0.0040402,0.0040402
303,11364.4,0.91975,0.6957,0.98267,0.6572,0.43208,0.47954,0.3271,1.1325,0.96718,1.0867,0.0040204,0.0040204,0.0040204
304,11401.6,0.91406,0.68097,0.97821,0.65828,0.43572,0.47975,0.3277,1.13197,0.96724,1.086,0.0040006,0.0040006,0.0040006
305,11438.7,0.91083,0.68221,0.97706,0.64032,0.43152,0.47917,0.32823,1.13056,0.96622,1.086,0.0039808,0.0039808,0.0039808
306,11475.6,0.91431,0.68217,0.9793,0.61555,0.43579,0.47818,0.32731,1.13204,0.96828,1.08783,0.003961,0.003961,0.003961
307,11512.8,0.92146,0.69169,0.97859,0.61305,0.43284,0.47803,0.32863,1.13091,0.96578,1.08787,0.0039412,0.0039412,0.0039412
308,11549.9,0.91352,0.68774,0.97596,0.6314,0.43095,0.4784,0.32772,1.13126,0.96538,1.088,0.0039214,0.0039214,0.0039214
309,11586.9,0.91527,0.67536,0.97172,0.64274,0.42969,0.4789,0.32818,1.13301,0.9647,1.08889,0.0039016,0.0039016,0.0039016
310,11624.2,0.9125,0.67945,0.97345,0.66302,0.42353,0.48061,0.3289,1.13228,0.96462,1.08821,0.0038818,0.0038818,0.0038818
311,11661.3,0.90535,0.67193,0.96997,0.64856,0.42817,0.4804,0.32785,1.13119,0.9633,1.08801,0.003862,0.003862,0.003862
312,11698.4,0.91588,0.68466,0.97532,0.65685,0.42523,0.48058,0.32842,1.13214,0.96433,1.08887,0.0038422,0.0038422,0.0038422
313,11735.5,0.90976,0.68243,0.9728,0.73448,0.41591,0.48012,0.32836,1.13235,0.9632,1.08945,0.0038224,0.0038224,0.0038224
314,11772.5,0.90761,0.68162,0.97537,0.7335,0.41598,0.48044,0.32854,1.13296,0.96314,1.09015,0.0038026,0.0038026,0.0038026
315,11810,0.90612,0.66658,0.96902,0.73568,0.416,0.48076,0.32902,1.1335,0.96589,1.09067,0.0037828,0.0037828,0.0037828
316,11847.2,0.91153,0.67651,0.97364,0.68366,0.41912,0.48059,0.32865,1.13245,0.96624,1.09004,0.003763,0.003763,0.003763
317,11884.4,0.89638,0.66386,0.97022,0.67717,0.42308,0.48092,0.32917,1.1314,0.96501,1.08966,0.0037432,0.0037432,0.0037432
318,11921.4,0.90953,0.67648,0.97777,0.67893,0.4235,0.48218,0.32912,1.1313,0.96529,1.09002,0.0037234,0.0037234,0.0037234
319,11958.5,0.91,0.67471,0.97232,0.66296,0.42841,0.48211,0.33064,1.13115,0.96465,1.0897,0.0037036,0.0037036,0.0037036
320,11995.6,0.90998,0.67424,0.97184,0.65807,0.43033,0.48261,0.33042,1.13024,0.96445,1.08915,0.0036838,0.0036838,0.0036838
321,12033.1,0.90597,0.66796,0.97461,0.73494,0.42011,0.4832,0.33072,1.13015,0.96382,1.0895,0.003664,0.003664,0.003664
322,12070.6,0.89823,0.66679,0.96995,0.73716,0.41835,0.48539,0.33104,1.13023,0.96262,1.08956,0.0036442,0.0036442,0.0036442
323,12108.1,0.89226,0.66122,0.96703,0.74448,0.41345,0.48572,0.33197,1.13121,0.96251,1.08962,0.0036244,0.0036244,0.0036244
324,12145.5,0.89884,0.67169,0.96756,0.73191,0.42159,0.48615,0.33162,1.13248,0.96241,1.09027,0.0036046,0.0036046,0.0036046
325,12182.6,0.89703,0.66945,0.97205,0.72551,0.4208,0.48501,0.33112,1.13221,0.96105,1.0906,0.0035848,0.0035848,0.0035848
326,12219.8,0.90887,0.6658,0.96907,0.70447,0.43101,0.4879,0.33168,1.13186,0.96094,1.09023,0.003565,0.003565,0.003565
327,12257,0.91142,0.66739,0.97181,0.65642,0.43247,0.48766,0.33204,1.13158,0.96123,1.09011,0.0035452,0.0035452,0.0035452
328,12294.2,0.8938,0.65981,0.9687,0.6624,0.42901,0.48739,0.33144,1.13211,0.96169,1.08991,0.0035254,0.0035254,0.0035254
329,12331.4,0.88739,0.65356,0.96402,0.67136,0.42419,0.48633,0.33167,1.13277,0.96202,1.09004,0.0035056,0.0035056,0.0035056
330,12368.8,0.89707,0.66416,0.96945,0.66911,0.42616,0.48709,0.33156,1.1342,0.96414,1.09049,0.0034858,0.0034858,0.0034858
331,12406,0.90224,0.66538,0.97051,0.66342,0.43087,0.48683,0.33099,1.13366,0.9636,1.09054,0.003466,0.003466,0.003466
332,12443.3,0.89883,0.65668,0.96698,0.65369,0.43465,0.4862,0.33214,1.13513,0.96313,1.09179,0.0034462,0.0034462,0.0034462
333,12480.6,0.88997,0.65569,0.97188,0.64344,0.43779,0.48628,0.33202,1.13622,0.9649,1.09198,0.0034264,0.0034264,0.0034264
334,12517.9,0.89426,0.66192,0.96759,0.66679,0.4277,0.48616,0.33218,1.13597,0.96393,1.09161,0.0034066,0.0034066,0.0034066
335,12555,0.88877,0.65246,0.96481,0.66252,0.42771,0.4846,0.33111,1.13628,0.96261,1.09214,0.0033868,0.0033868,0.0033868
336,12592.5,0.88223,0.64794,0.96496,0.6634,0.42843,0.48465,0.33134,1.13681,0.9642,1.09238,0.003367,0.003367,0.003367
337,12629.8,0.8873,0.65239,0.96375,0.64466,0.42935,0.48154,0.33016,1.1371,0.96354,1.09299,0.0033472,0.0033472,0.0033472
338,12667.1,0.89746,0.66211,0.9682,0.64199,0.42849,0.48155,0.33068,1.13715,0.96245,1.09285,0.0033274,0.0033274,0.0033274
339,12704.3,0.89748,0.66193,0.96868,0.63416,0.42982,0.48309,0.33128,1.1362,0.96248,1.09219,0.0033076,0.0033076,0.0033076
340,12741.4,0.88734,0.64988,0.96453,0.61713,0.43489,0.48221,0.33126,1.13687,0.96237,1.09264,0.0032878,0.0032878,0.0032878
341,12778.6,0.88617,0.65354,0.9682,0.62278,0.43204,0.48302,0.33186,1.13801,0.9626,1.09392,0.003268,0.003268,0.003268
342,12816.2,0.90005,0.6576,0.96841,0.63801,0.42602,0.48197,0.33039,1.13822,0.96256,1.09409,0.0032482,0.0032482,0.0032482
343,12853.5,0.90085,0.6641,0.97323,0.63822,0.42686,0.48134,0.33028,1.13835,0.96199,1.09411,0.0032284,0.0032284,0.0032284
344,12890.6,0.88257,0.64214,0.96364,0.64881,0.42589,0.48107,0.33004,1.13831,0.96201,1.09453,0.0032086,0.0032086,0.0032086
345,12927.8,0.88482,0.64774,0.96603,0.64971,0.42683,0.48133,0.33095,1.13786,0.96148,1.09451,0.0031888,0.0031888,0.0031888
346,12965,0.87999,0.64581,0.9679,0.65079,0.42732,0.48202,0.3315,1.13819,0.96254,1.09447,0.003169,0.003169,0.003169
347,13002,0.88891,0.6471,0.96569,0.64735,0.42824,0.48263,0.33091,1.13811,0.96302,1.09477,0.0031492,0.0031492,0.0031492
348,13039,0.88077,0.64418,0.96201,0.63553,0.43034,0.48201,0.33053,1.13764,0.96349,1.0944,0.0031294,0.0031294,0.0031294
349,13076.5,0.88344,0.64177,0.95885,0.64095,0.42659,0.4838,0.33114,1.13722,0.96407,1.09427,0.0031096,0.0031096,0.0031096
350,13113.6,0.88415,0.64134,0.96379,0.64036,0.42654,0.48277,0.33115,1.13707,0.96427,1.09464,0.0030898,0.0030898,0.0030898
351,13150.7,0.88226,0.64915,0.96482,0.60858,0.43903,0.48097,0.33064,1.13711,0.96555,1.09503,0.00307,0.00307,0.00307
352,13187.9,0.87645,0.64867,0.96379,0.6207,0.44222,0.48323,0.33072,1.13594,0.96638,1.09397,0.0030502,0.0030502,0.0030502
353,13225.3,0.8828,0.63839,0.95933,0.63412,0.42922,0.47993,0.33036,1.13604,0.96683,1.09427,0.0030304,0.0030304,0.0030304
354,13262.5,0.88221,0.64032,0.96321,0.64227,0.42694,0.48152,0.32978,1.13592,0.96737,1.09424,0.0030106,0.0030106,0.0030106
355,13299.8,0.86988,0.63765,0.95838,0.62815,0.43642,0.48246,0.3306,1.13574,0.96846,1.09413,0.0029908,0.0029908,0.0029908
356,13337,0.88843,0.65314,0.96474,0.62996,0.43595,0.48173,0.33059,1.13589,0.96915,1.09413,0.002971,0.002971,0.002971
357,13374.1,0.88196,0.64484,0.96046,0.6377,0.43217,0.48169,0.33012,1.13571,0.96841,1.09384,0.0029512,0.0029512,0.0029512
358,13411.2,0.87698,0.64189,0.96063,0.64845,0.43736,0.4827,0.33101,1.13554,0.96787,1.09376,0.0029314,0.0029314,0.0029314
359,13448.3,0.88795,0.64299,0.96022,0.65814,0.43088,0.48309,0.3308,1.13556,0.96813,1.09356,0.0029116,0.0029116,0.0029116
360,13485.4,0.87847,0.64179,0.96477,0.63075,0.43994,0.48322,0.33121,1.13515,0.96868,1.09308,0.0028918,0.0028918,0.0028918
361,13522.4,0.88118,0.64447,0.96014,0.63307,0.43943,0.48322,0.33067,1.13551,0.96767,1.09313,0.002872,0.002872,0.002872
362,13559.7,0.86847,0.6268,0.96042,0.63797,0.4375,0.48313,0.33044,1.1349,0.96742,1.09275,0.0028522,0.0028522,0.0028522
363,13596.9,0.87241,0.63063,0.9594,0.62204,0.44553,0.48355,0.33113,1.13452,0.96691,1.0925,0.0028324,0.0028324,0.0028324
364,13634,0.87774,0.63986,0.96156,0.61737,0.44518,0.48247,0.33174,1.13455,0.96662,1.09269,0.0028126,0.0028126,0.0028126
365,13671.2,0.87549,0.63125,0.9587,0.63106,0.43535,0.48276,0.33148,1.13451,0.9674,1.09253,0.0027928,0.0027928,0.0027928
366,13708.4,0.87578,0.63365,0.95651,0.65987,0.42226,0.48216,0.33087,1.13472,0.96697,1.09225,0.002773,0.002773,0.002773
367,13745.7,0.87474,0.63661,0.95983,0.63165,0.43356,0.48114,0.33069,1.13463,0.96678,1.09195,0.0027532,0.0027532,0.0027532
368,13783.1,0.88618,0.64601,0.96159,0.65172,0.42655,0.48113,0.32965,1.13523,0.96679,1.09219,0.0027334,0.0027334,0.0027334
369,13820.4,0.86671,0.63202,0.95519,0.63919,0.43093,0.48128,0.33063,1.13507,0.96653,1.09241,0.0027136,0.0027136,0.0027136
370,13857.5,0.86432,0.62725,0.95866,0.6486,0.43068,0.48128,0.32974,1.13536,0.96721,1.09236,0.0026938,0.0026938,0.0026938
