epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
371,13894.7,0.86196,0.62864,0.95584,0.65215,0.43136,0.48203,0.32837,1.13647,0.96765,1.09312,0.002674,0.002674,0.002674
372,13931.7,0.87207,0.63007,0.95713,0.65135,0.43199,0.48209,0.3289,1.13635,0.96763,1.09273,0.0026542,0.0026542,0.0026542
373,13968.8,0.86059,0.62214,0.95476,0.64223,0.43424,0.48199,0.3285,1.13657,0.96806,1.09309,0.0026344,0.0026344,0.0026344
374,14006,0.85621,0.62281,0.95542,0.64121,0.43524,0.4824,0.32954,1.13652,0.96799,1.09321,0.0026146,0.0026146,0.0026146
375,14043.1,0.86498,0.62986,0.95795,0.63709,0.43737,0.48232,0.32951,1.13729,0.96815,1.09392,0.0025948,0.0025948,0.0025948
376,14080.2,0.85582,0.61885,0.95391,0.64283,0.4371,0.48237,0.3304,1.13799,0.96794,1.09454,0.002575,0.002575,0.002575
377,14117.5,0.8714,0.6269,0.95927,0.64035,0.43736,0.4821,0.32931,1.13813,0.96774,1.0947,0.0025552,0.0025552,0.0025552
378,14154.8,0.8719,0.63065,0.95759,0.63844,0.43706,0.48231,0.32922,1.13905,0.96817,1.09552,0.0025354,0.0025354,0.0025354
379,14191.9,0.86418,0.62909,0.95646,0.63348,0.43602,0.4823,0.32977,1.13958,0.96935,1.09578,0.0025156,0.0025156,0.0025156
380,14229.1,0.85767,0.6198,0.95228,0.62603,0.44056,0.48254,0.32998,1.1402,0.96981,1.09647,0.0024958,0.0024958,0.0024958
381,14266.6,0.86864,0.62303,0.95812,0.63803,0.43276,0.48226,0.32979,1.14011,0.96964,1.09666,0.002476,0.002476,0.002476
382,14303.7,0.85117,0.61474,0.955,0.63655,0.42993,0.48199,0.33023,1.141,0.97024,1.09765,0.0024562,0.0024562,0.0024562
383,14340.9,0.86905,0.63043,0.95711,0.63813,0.42961,0.48195,0.33015,1.14109,0.97017,1.09783,0.0024364,0.0024364,0.0024364
384,14377.9,0.85593,0.62037,0.95389,0.64103,0.42952,0.48203,0.33071,1.1413,0.97048,1.09817,0.0024166,0.0024166,0.0024166
385,14415.2,0.86281,0.61969,0.95334,0.65293,0.42534,0.48206,0.33075,1.14102,0.97042,1.09825,0.0023968,0.0023968,0.0023968
386,14452.5,0.85382,0.6167,0.95523,0.64031,0.43065,0.48146,0.33122,1.14055,0.97082,1.09805,0.002377,0.002377,0.002377
387,14489.7,0.85788,0.62115,0.95459,0.65322,0.42517,0.48167,0.33186,1.14038,0.97048,1.09799,0.0023572,0.0023572,0.0023572
388,14526.9,0.85549,0.6158,0.95056,0.64223,0.43187,0.48177,0.3314,1.13953,0.96991,1.0977,0.0023374,0.0023374,0.0023374
389,14564,0.86567,0.62152,0.95664,0.64821,0.42845,0.48161,0.33119,1.13924,0.97018,1.09785,0.0023176,0.0023176,0.0023176
390,14601.1,0.85589,0.61933,0.95206,0.649,0.428,0.48158,0.33158,1.13877,0.97001,1.09798,0.0022978,0.0022978,0.0022978
391,14638.3,0.85012,0.61074,0.94994,0.6495,0.42738,0.48106,0.3316,1.13912,0.9706,1.09799,0.002278,0.002278,0.002278
392,14675.5,0.84956,0.61904,0.95212,0.65194,0.42799,0.4813,0.33189,1.13896,0.97069,1.09805,0.0022582,0.0022582,0.0022582
393,14712.8,0.84602,0.60912,0.95241,0.65409,0.42636,0.4817,0.33185,1.13829,0.97038,1.09801,0.0022384,0.0022384,0.0022384
394,14750,0.86056,0.61825,0.9551,0.65248,0.42721,0.48215,0.33093,1.13823,0.97078,1.09814,0.0022186,0.0022186,0.0022186
395,14787.2,0.85004,0.60972,0.95056,0.65423,0.4268,0.48151,0.33034,1.13864,0.97133,1.09847,0.0021988,0.0021988,0.0021988
396,14824.4,0.8526,0.61149,0.9516,0.66571,0.4264,0.48172,0.33085,1.13859,0.97207,1.09839,0.002179,0.002179,0.002179
397,14862.2,0.85873,0.61454,0.95052,0.66368,0.42598,0.48196,0.33103,1.13794,0.97168,1.09814,0.0021592,0.0021592,0.0021592
398,14899.5,0.85044,0.61026,0.95402,0.66191,0.42528,0.48179,0.33091,1.13788,0.97199,1.09821,0.0021394,0.0021394,0.0021394
399,14936.7,0.83939,0.60177,0.94668,0.6612,0.42488,0.48227,0.33139,1.13796,0.97256,1.09842,0.0021196,0.0021196,0.0021196
400,14974.2,0.85064,0.61309,0.94785,0.65424,0.42729,0.48216,0.33075,1.13839,0.97294,1.09879,0.0020998,0.0020998,0.0020998
401,15011.5,0.84691,0.60351,0.95288,0.65181,0.42862,0.48259,0.33139,1.13809,0.97359,1.09863,0.00208,0.00208,0.00208
402,15048.5,0.85059,0.60743,0.95063,0.65681,0.42448,0.48274,0.33131,1.13877,0.97385,1.099,0.0020602,0.0020602,0.0020602
403,15085.6,0.84636,0.60876,0.95041,0.6454,0.42746,0.48225,0.3307,1.13889,0.97448,1.09914,0.0020404,0.0020404,0.0020404
404,15122.7,0.83756,0.59669,0.95037,0.71352,0.42126,0.48271,0.33116,1.13885,0.97469,1.09917,0.0020206,0.0020206,0.0020206
405,15159.9,0.84945,0.60502,0.94895,0.71085,0.42181,0.48213,0.33166,1.13946,0.97499,1.09979,0.0020008,0.0020008,0.0020008
406,15196.9,0.84308,0.60609,0.95044,0.64245,0.42768,0.4824,0.33205,1.13893,0.97428,1.09991,0.001981,0.001981,0.001981
407,15234.2,0.82883,0.59294,0.94518,0.64151,0.42727,0.48262,0.33168,1.13948,0.97466,1.10045,0.0019612,0.0019612,0.0019612
408,15271.3,0.84193,0.59431,0.94515,0.63917,0.42845,0.48196,0.33118,1.13969,0.97508,1.10065,0.0019414,0.0019414,0.0019414
409,15308.5,0.84676,0.61154,0.94976,0.63895,0.4282,0.48181,0.33124,1.13953,0.97556,1.1009,0.0019216,0.0019216,0.0019216
410,15345.7,0.84578,0.5997,0.94519,0.63804,0.42824,0.48152,0.33026,1.14001,0.97569,1.10128,0.0019018,0.0019018,0.0019018
411,15382.8,0.84647,0.60511,0.94818,0.68297,0.42879,0.48147,0.32976,1.14027,0.97607,1.10158,0.001882,0.001882,0.001882
412,15420,0.84682,0.60555,0.94548,0.68823,0.429,0.48166,0.33009,1.1403,0.97653,1.102,0.0018622,0.0018622,0.0018622
413,15457.3,0.83456,0.59852,0.94543,0.69917,0.42421,0.48183,0.33006,1.14069,0.97684,1.10207,0.0018424,0.0018424,0.0018424
414,15494.7,0.84474,0.60315,0.9481,0.69808,0.42606,0.4818,0.33011,1.14083,0.9768,1.10221,0.0018226,0.0018226,0.0018226
415,15532,0.83364,0.59607,0.94024,0.69413,0.42708,0.48178,0.329,1.14095,0.97729,1.10224,0.0018028,0.0018028,0.0018028
416,15569.2,0.83975,0.5995,0.94676,0.69625,0.42506,0.48153,0.32886,1.14102,0.97738,1.10223,0.001783,0.001783,0.001783
417,15606.4,0.83692,0.59468,0.94616,0.6935,0.42638,0.48146,0.32902,1.14172,0.97743,1.10267,0.0017632,0.0017632,0.0017632
418,15643.4,0.84057,0.60262,0.94783,0.68616,0.42898,0.48109,0.32858,1.14196,0.97742,1.10283,0.0017434,0.0017434,0.0017434
419,15680.5,0.83307,0.59415,0.94268,0.68742,0.42933,0.48086,0.32926,1.14218,0.97735,1.10319,0.0017236,0.0017236,0.0017236
420,15717.9,0.83222,0.59465,0.94263,0.68515,0.43142,0.48134,0.32961,1.14225,0.97723,1.10344,0.0017038,0.0017038,0.0017038
421,15755.2,0.83317,0.59129,0.94266,0.68248,0.43147,0.48113,0.32965,1.14239,0.97738,1.10371,0.001684,0.001684,0.001684
422,15792.2,0.8311,0.59293,0.94357,0.68315,0.43121,0.48095,0.32948,1.14238,0.97753,1.10386,0.0016642,0.0016642,0.0016642
423,15829.4,0.83135,0.58964,0.94149,0.68222,0.43142,0.48133,0.32978,1.14251,0.97693,1.10392,0.0016444,0.0016444,0.0016444
424,15866.6,0.82966,0.59007,0.94186,0.67865,0.4321,0.48153,0.32989,1.14255,0.97734,1.10419,0.0016246,0.0016246,0.0016246
425,15903.9,0.83774,0.59157,0.94438,0.67799,0.43265,0.48161,0.32988,1.14243,0.97767,1.1043,0.0016048,0.0016048,0.0016048
426,15941.2,0.82403,0.58582,0.94191,0.67793,0.43354,0.48192,0.33008,1.1428,0.97824,1.10473,0.001585,0.001585,0.001585
427,15978.3,0.81325,0.57985,0.93976,0.67769,0.43343,0.48187,0.32999,1.14313,0.97853,1.1051,0.0015652,0.0015652,0.0015652
